State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,Kent,Region 10,Behavioral Health,*,*,14,0.194444444,106.5714286,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Region 3b Area Agency On Aging,Behavioral Health,*,*,1,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Region 4 Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Detroit Wayne Mental Health Authority,Behavioral Health,13,96,25,0.135416667,57.38461538,1:02,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,25,0.14893617,10,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Southwest Mi Behavioral Health,Behavioral Health,35,376,49,0.093085106,42.97142857,1:02,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Priority Health,Behavioral Health,4469,"40,341",1276,0.110780595,11.5746252,4:01,2022,Comprehensive MCO
Michigan,Kent,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,130,843,138,0.154211151,37.72307692,1:02,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Oakland County Cmh Authority,Behavioral Health,*,*,13,0.188679245,55.7,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Bcbs,Behavioral Health,635,"8,148",871,0.077933235,11.78582677,1:02,2022,Comprehensive MCO
Michigan,Kent,Northern Michigan Regional Entity,Behavioral Health,35,201,39,0.174129353,56.28571429,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Region 7 Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Upper Peninsula Hp,Behavioral Health,*,*,9,0.0625,6,*,2023,Comprehensive MCO
Michigan,Kent,Molina,Behavioral Health,981,"14,076",850,0.069693095,11.39653415,2:01,2023,Comprehensive MCO
Michigan,Kent,Meridian,Behavioral Health,1115,"15,135",1211,0.073670301,12.06367713,1:02,2023,Comprehensive MCO
Michigan,Kent,Northcare Network,Behavioral Health,11,58,15,0.189655172,27.09090909,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Mclaren Hp,Behavioral Health,363,"5,373",718,0.067560022,11.26997245,1:02,2023,Comprehensive MCO
Michigan,Kent,Aetna Better Health,Behavioral Health,*,*,54,0.055555556,5,*,2023,Comprehensive MCO
Michigan,Kent,Senior Resources Of West Michigan,Behavioral Health,*,*,1,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,United Healthcare,Behavioral Health,457,"8,334",747,0.054835613,10.71991247,1:02,2023,Comprehensive MCO
Michigan,Kent,Macomb County Cmh Services,Behavioral Health,*,*,22,0.208333333,117.2,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Lakeshore Regional Entity,Behavioral Health,7176,"136,502",432,0.052570658,61.25822185,17:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Region 10,Behavioral Health,14,73,17,0.191780822,133.6428571,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Region 4 Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Area Agency On Aging 1-B,Behavioral Health,*,*,1,0.011308562,15.57142857,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Reliance Community Care Partners,Behavioral Health,0,420,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Detroit Wayne Mental Health Authority,Behavioral Health,19,152,28,0.125,72.36842105,1:02,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Priority Health,Behavioral Health,6011,"53,152",1438,0.113090759,13.04691399,5:01,2023,Comprehensive MCO
Michigan,Kent,Cmh Partnership Of Southeast Michigan,Behavioral Health,11,96,23,0.114583333,149.9090909,1:03,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Southwest Mi Behavioral Health,Behavioral Health,83,557,67,0.149012567,29.92771084,2:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,238,"1,470",127,0.161904762,31.69327731,2:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Hap Midwest Hp,Behavioral Health,*,*,39,0.090909091,9,*,2023,Comprehensive MCO
Michigan,Kent,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Oakland County Cmh Authority,Behavioral Health,15,94,15,0.159574468,95.86666667,1:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Bcbs,Behavioral Health,963,"11,509",1040,0.083673647,12.4953271,1:02,2023,Comprehensive MCO
Michigan,Kent,Hap Midwest Hp,Behavioral Health,*,*,70,0.066666667,1,*,2024,Comprehensive MCO
Michigan,Kent,Northcare Network,Behavioral Health,13,77,18,0.168831169,17.69230769,1:02,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Northern Hp Corp,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Meridian,Behavioral Health,1183,"16,287",1106,0.072634617,12.16060862,2:01,2024,Comprehensive MCO
Michigan,Kent,Molina,Behavioral Health,1172,"16,238",806,0.072176376,12.34300341,2:01,2024,Comprehensive MCO
Michigan,Kent,Aetna Better Health,Behavioral Health,*,*,62,0,,*,2024,Comprehensive MCO
Michigan,Kent,Mclaren Hp,Behavioral Health,488,"6,340",713,0.076971609,11.52663934,1:02,2024,Comprehensive MCO
Michigan,Kent,Area Agency On Aging 1-B,Behavioral Health,*,*,1,0.011029412,43.33333333,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Upper Peninsula Hp,Behavioral Health,*,*,10,0.056603774,6.333333333,*,2024,Comprehensive MCO
Michigan,Kent,Macomb County Cmh Services,Behavioral Health,*,*,23,0.06741573,159.3333333,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,"A & D Home Health Care, Inc.",Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,United Healthcare,Behavioral Health,626,"9,639",772,0.064944496,10.97284345,1:02,2024,Comprehensive MCO
Michigan,Kent,Lakeshore Regional Entity,Behavioral Health,8742,"155,836",394,0.056097436,56.98981926,23:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Southwest Mi Behavioral Health,Behavioral Health,145,934,59,0.155246253,31.64137931,3:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Reliance Community Care Partners,Behavioral Health,0,385,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Detroit Wayne Mental Health Authority,Behavioral Health,33,254,28,0.12992126,60.84848485,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Region 4 Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Region 10,Behavioral Health,18,109,18,0.165137615,91.88888889,1:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,25,0.120481928,5.3,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Priority Health,Behavioral Health,7216,"63,177",1522,0.114218782,13.63594789,5:01,2024,Comprehensive MCO
Michigan,Kent,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,279,"1,922",114,0.14516129,23.47311828,3:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Bcbs,Behavioral Health,1210,"14,321",1093,0.084491306,12.60909091,2:01,2024,Comprehensive MCO
Michigan,Kent,Oakland County Cmh Authority,Behavioral Health,16,96,11,0.166666667,107.1875,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Northern Michigan Regional Entity,Behavioral Health,38,278,35,0.136690647,40.36842105,2:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Meridian,Behavioral Health,524,"12,840",576,0.040809969,4.297709924,1:02,2025,Comprehensive MCO
Michigan,Kent,Mclaren Hp,Behavioral Health,277,"5,080",439,0.054527559,5.306859206,1:02,2025,Comprehensive MCO
Michigan,Kent,Upper Peninsula Hp,Behavioral Health,*,*,2,0.111111111,3,*,2025,Comprehensive MCO
Michigan,Kent,Macomb County Cmh Services,Behavioral Health,*,*,16,0.571428571,35,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,"A & D Home Health Care, Inc.",Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Molina,Behavioral Health,618,"13,587",461,0.045484654,4.627831715,2:01,2025,Comprehensive MCO
Michigan,Kent,United Healthcare,Behavioral Health,354,"7,690",429,0.04603381,4.412429379,1:02,2025,Comprehensive MCO
Michigan,Kent,Northcare Network,Behavioral Health,*,*,9,0.269230769,6.714285714,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Tri County Office On Aging,Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Lakeshore Regional Entity,Behavioral Health,6405,"136,596",243,0.046890099,13.38079625,27:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Area Agency On Aging 1-B,Behavioral Health,*,*,1,0.005119454,13.66666667,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Aetna Better Health,Behavioral Health,*,*,30,0.047619048,2,*,2025,Comprehensive MCO
Michigan,Kent,Southwest Mi Behavioral Health,Behavioral Health,100,351,30,0.284900285,13.89,4:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Detroit Wayne Mental Health Authority,Behavioral Health,17,74,15,0.22972973,37.11764706,2:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Region 10,Behavioral Health,13,33,9,0.393939394,27.61538462,2:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Reliance Community Care Partners,Behavioral Health,0,523,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Kent,Cmh Partnership Of Southeast Michigan,Behavioral Health,13,31,17,0.419354839,19.84615385,1:02,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Priority Health,Behavioral Health,4426,"58,177",1044,0.076078175,5.08721193,5:01,2025,Comprehensive MCO
Michigan,Kent,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,170,689,73,0.246734398,10.63529412,3:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Bcbs,Behavioral Health,621,"11,882",638,0.052263929,4.057971014,1:02,2025,Comprehensive MCO
Michigan,Kent,Oakland County Cmh Authority,Behavioral Health,15,36,8,0.416666667,63.93333333,2:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Kent,Hap Midwest Hp,Behavioral Health,*,*,36,0,,*,2025,Comprehensive MCO
Michigan,Kent,Northern Michigan Regional Entity,Behavioral Health,16,79,14,0.202531646,30.75,2:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Upper Peninsula Hp,Behavioral Health,*,*,1,0.028846154,8.333333333,*,2020,Comprehensive MCO
Michigan,Keweenaw,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Keweenaw,Northcare Network,Behavioral Health,*,*,0,0.016064257,14,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Molina,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Keweenaw,Lakeshore Regional Entity,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Upper Peninsula Hp,Behavioral Health,17,241,1,0.070539419,10.17647059,17:01,2021,Comprehensive MCO
Michigan,Keweenaw,United Healthcare,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Keweenaw,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Northcare Network,Behavioral Health,*,*,0,0.043165468,9.416666667,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Meridian,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Keweenaw,Lakeshore Regional Entity,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Bcbs,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Keweenaw,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Keweenaw,Upper Peninsula Hp,Behavioral Health,19,278,1,0.068345324,7.105263158,19:01,2022,Comprehensive MCO
Michigan,Keweenaw,Northcare Network,Behavioral Health,*,*,0,0.046153846,13.93333333,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Molina,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Keweenaw,Meridian,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Keweenaw,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Keweenaw,Lakeshore Regional Entity,Behavioral Health,*,*,0,0,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Oakland County Cmh Authority,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Upper Peninsula Hp,Behavioral Health,*,*,1,0.072948328,8.208333333,*,2023,Comprehensive MCO
Michigan,Keweenaw,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Keweenaw,Northcare Network,Behavioral Health,24,410,0,0.058536585,20.625,0,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Molina,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Keweenaw,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Upper Peninsula Hp,Behavioral Health,*,*,0,0.072815534,5.866666667,*,2024,Comprehensive MCO
Michigan,Keweenaw,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Keweenaw,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,0,0,,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Bcbs,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Keweenaw,Northcare Network,Behavioral Health,*,*,0,0.03875969,9.3,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0,,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Northcare Network,Behavioral Health,*,*,0,0.025125628,6.6,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Keweenaw,Upper Peninsula Hp,Behavioral Health,*,*,0,0.026086957,2.333333333,*,2025,Comprehensive MCO
Michigan,Keweenaw,Upcap Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Aetna Better Health,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Lake,Bcbs,Behavioral Health,*,*,5,0.0125,5,*,2020,Comprehensive MCO
Michigan,Lake,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Lake,United Healthcare,Behavioral Health,*,*,8,0.025,2,*,2020,Comprehensive MCO
Michigan,Lake,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Region 10,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Priority Health,Behavioral Health,23,452,5,0.050884956,8.347826087,5:01,2020,Comprehensive MCO
Michigan,Lake,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,1,0.14516129,11.88888889,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Oakland County Cmh Authority,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Michigan Regional Entity,Behavioral Health,*,*,1,0.2,5,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Hp Corp,Behavioral Health,*,*,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Northcare Network,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Molina,Behavioral Health,22,321,10,0.068535826,12.22727273,3:01,2020,Comprehensive MCO
Michigan,Lake,Meridian,Behavioral Health,62,588,13,0.105442177,7.241935484,5:01,2020,Comprehensive MCO
Michigan,Lake,Mclaren Hp,Behavioral Health,*,*,6,0.070422535,11.8,*,2020,Comprehensive MCO
Michigan,Lake,Lakeshore Regional Entity,Behavioral Health,119,"2,013",2,0.059115748,20.02521008,60:01:00,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0,,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Aetna Better Health,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Lake,Bcbs,Behavioral Health,*,*,6,0.015748031,4,*,2021,Comprehensive MCO
Michigan,Lake,United Healthcare,Behavioral Health,*,*,9,0.034782609,5.5,*,2021,Comprehensive MCO
Michigan,Lake,Total Health Care,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Lake,Reliance Community Care Partners,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Region 10,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Priority Health,Behavioral Health,58,575,6,0.100869565,9.310344828,10:01,2021,Comprehensive MCO
Michigan,Lake,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,14,73,1,0.191780822,17.28571429,14:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Oakland County Cmh Authority,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Michigan Regional Entity,Behavioral Health,*,*,1,0.192307692,7.4,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Hp Corp,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Northcare Network,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Molina,Behavioral Health,22,363,10,0.060606061,10.40909091,3:01,2021,Comprehensive MCO
Michigan,Lake,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0.066666667,8,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Meridian,Behavioral Health,49,629,13,0.077901431,8.755102041,4:01,2021,Comprehensive MCO
Michigan,Lake,Mclaren Hp,Behavioral Health,*,*,7,0.021978022,8,*,2021,Comprehensive MCO
Michigan,Lake,Macomb County Cmh Services,Behavioral Health,*,*,0,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Lakeshore Regional Entity,Behavioral Health,151,"2,334",1,0.064695801,27.54304636,151:01:00,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0.090909091,2,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Aetna Better Health,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Lake,Bcbs,Behavioral Health,*,*,6,0.012738854,2.5,*,2022,Comprehensive MCO
Michigan,Lake,Upper Peninsula Hp,Behavioral Health,*,*,0,0.6,4.333333333,*,2022,Comprehensive MCO
Michigan,Lake,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0.125,3,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Reliance Community Care Partners,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Region 10,Behavioral Health,*,*,0,0,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,United Healthcare,Behavioral Health,*,*,12,0.042944785,8.142857143,*,2022,Comprehensive MCO
Michigan,Lake,Priority Health,Behavioral Health,62,692,7,0.089595376,11.5,9:01,2022,Comprehensive MCO
Michigan,Lake,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,1,0.108433735,5.444444444,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Oakland County Cmh Authority,Behavioral Health,*,*,0,0.166666667,5,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0.125,11.2,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Hp Corp,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Northcare Network,Behavioral Health,*,*,0,0.333333333,14.5,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Molina,Behavioral Health,20,451,12,0.044345898,7.95,2:01,2022,Comprehensive MCO
Michigan,Lake,Meridian,Behavioral Health,29,700,15,0.041428571,6.137931034,2:01,2022,Comprehensive MCO
Michigan,Lake,Mclaren Hp,Behavioral Health,0,131,8,0,,0,2022,Comprehensive MCO
Michigan,Lake,Lakeshore Regional Entity,Behavioral Health,193,"2,852",0,0.067671809,40.5388601,0,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Hap Midwest Hp,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Lake,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0,,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Bcbs,Behavioral Health,*,*,8,0.014354067,6.666666667,*,2023,Comprehensive MCO
Michigan,Lake,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Aetna Better Health,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Lake,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
Michigan,Lake,United Healthcare,Behavioral Health,*,*,12,0.029411765,8.428571429,*,2023,Comprehensive MCO
Michigan,Lake,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0.307692308,82.5,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Senior Resources Of West Michigan,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Reliance Community Care Partners,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Region 10,Behavioral Health,*,*,0,0.333333333,16.5,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Priority Health,Behavioral Health,63,922,9,0.068329718,9.015873016,7:01,2023,Comprehensive MCO
Michigan,Lake,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,19,148,1,0.128378378,4,19:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Oakland County Cmh Authority,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Michigan Regional Entity,Behavioral Health,*,*,1,0.1,12,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Hp Corp,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Northcare Network,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Molina,Behavioral Health,18,533,15,0.033771107,8.722222222,2:01,2023,Comprehensive MCO
Michigan,Lake,Meridian,Behavioral Health,*,*,15,0.027058824,7.086956522,*,2023,Comprehensive MCO
Michigan,Lake,Mclaren Hp,Behavioral Health,*,*,8,0.035502959,7,*,2023,Comprehensive MCO
Michigan,Lake,Macomb County Cmh Services,Behavioral Health,*,*,0,0,,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Lakeshore Regional Entity,Behavioral Health,254,"3,640",1,0.06978022,49.58661417,254:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Hap Midwest Hp,Behavioral Health,*,*,0,0,,*,2023,Comprehensive MCO
